FacilityId,Name,StreetAddress,Suburb,Postcode,State,Country,FacilityPhoneNumber,IsAccessCard,AccessCardFee,Is24Hour,WebsiteUrl,Region,ServicesList,ServicesExpanded,ActivitiesExpanded,FacilityStatusId,NoNewMembersDate,AdditionalInfo,Latitude,Longitude
6953,Affordable Fitness Balmain (16 years+ only) ,372 Darling St,Balmain,2041,NSW,Australia,0298187743,True,25.0,False,http://www.affordablefitness.com.au/,NSW - Sydney: Inner West,"Gym Access, Gym Access,",Gym Access,"Cycling, Dance, Group Fitness, Gym Access, Pilates, Yoga",2,,"The Initial signup fee is $25. This is a one-off fee, but will be charged again should there be 12 months of inactivity.",-33.85599599999,151.17632800000
8073,Dawn Fraser Baths Balmain,Fitzroy Ave,Balmain,2041,NSW,Australia,0293925400,False,,False,https://www.innerwest.nsw.gov.au/explore/aquatic-centres/dawn-fraser-baths,NSW - Sydney: Inner West,"Pool Entry, Pool Entry, Fitness Classes, Fitness Classes,","Pool Entry, Fitness Classes","Group Fitness, Pool",2,,Seasonal Pool,-33.85382899999,151.174352
8834,Plus Fitness Newtown 24/7,118 King St,Newtown,2042,NSW,Australia,0290002999,True,89.0,True,https://www.plusfitness.com.au/gyms/newtown/,NSW - Sydney: Inner West,"Gym Access and Fitness Class, Gym Access and Fitness Class,",Gym Access and Fitness Class,"Group Fitness, Gym Access, HIIT",2,,,-33.8933073421,151.1845866457
8322,ANU Sport,19 North Road,Acton,2601,ACT,Australia,0261252273,False,,False,https://anu-sport.com.au/,ACT - North Canberra,"Gym Access, Gym Access,",Gym Access,"Boxing, Group Fitness, Gym Access, Pilates, Yoga",2,,,-35.27601,149.12114
7321,Canberra Olympic Pool,36 Constitution Ave,Canberra,2601,ACT,Australia,0262486799,False,,False,https://www.canberraolympicpool.com.au/,ACT - North Canberra,"Gym Access, Gym Access, Pool Entry, Pool Entry,","Gym Access, Pool Entry","Group Fitness, Gym Access, Pool",2,,,-35.28560693317,149.13275061741
7303,Team Fitness Centre Dickson 24/7,79 Dickson Place,Dickson,2602,ACT,Australia,0261625633,True,50.0,True,http://teamfitnesscentre.com.au/,ACT - North Canberra,"Gym Access, Gym Access,",Gym Access,"Cycling, Group Fitness, Gym Access",2,,,-35.25025,149.13916
8954,Dickson Pool,152 Cowper St,Dickson,2602,ACT,Australia,0262175700,False,,False,https://www.dicksonpool.com.au/,ACT - North Canberra,"Pool Entry, Pool Entry,",Pool Entry,Pool,2,,,-35.25042544191,149.14117481125
8176,Manuka Pool,New South Wales Crescent,Griffith,2603,ACT,Australia,0262951910,False,,False,https://manukapool.com.au/,ACT - South Canberra,"Pool Entry, Pool Entry,",Pool Entry,Pool,2,,Seasonal Pool (October - March),-35.31683,149.13579
7915,Stromlo Leisure Centre,"Corner of Uriarra Road and, Dave McInnes Road",Stromlo,2611,ACT,Australia,0251142900,False,,False,https://www.stromloleisurecentre.com.au/,ACT - South Canberra,"Gym Access and Pool Entry, Gym Access and Pool Entry,",Gym Access and Pool Entry,"Group Fitness, Gym Access, HIIT, Pilates, Pool, Yoga",2,,,-35.31489073044,149.02422778318
8554,Body Blitz Fitness 24/7 - Belconnen,Level 1/31-35 Nettlefold St,Belconnen,2617,ACT,Australia,0422594934,True,79.0,True,https://bodyblitzfitness.com.au/,ACT - North Canberra,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,,-35.24036,149.05903
7318,Lakeside Leisure Centre - Tuggeranong,Cnr Anketell St and Athllon Dr,Greenway,2900,ACT,Australia,0262933122,False,,False,https://www.lakesideleisure.com.au/,ACT - South Canberra,"Gym Access, Gym Access, Pool Entry, Pool Entry,","Gym Access, Pool Entry","Group Fitness, Gym Access, Pool, Yoga",2,,,-35.41138559564,149.0630758557
7319,Gungahlin Leisure Centre,71 The Valley Avenue,Gungahlin,2912,ACT,Australia,0262411132,False,,False,https://www.gungahlinleisurecentre.com.au/,ACT - North Canberra,"Gym Access, Gym Access, Pool Entry, Pool Entry,","Gym Access, Pool Entry","Group Fitness, Gym Access, Pool",2,,,-35.18638026026,149.12918096602
8972,Stepz Fitness Gungahlin,10 Gribble St,Gungahlin,2912,ACT,Australia,0437270186,True,55.0,True,https://stepzfitness.com.au/location/gym-gungahlin/,ACT - North Canberra,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,,-35.18384370001,149.13018858928
7846,Ascend Strength and Fitness 24/7,81 Gozzard St,Gungahlin,2912,ACT,Australia,0262425807,True,50.0,True,https://ascendfitness.com.au/,ACT - North Canberra,"Gym Access, Gym Access,",Gym Access,"Boxing, Group Fitness, Gym Access, HIIT, Ladies Only, Pilates",2,,,-35.18135600000,149.133025
7281,City Gym Sydney,107 Crown St,Darlinghurst,2010,NSW,Australia,0293606247,False,,True,http://www.citygym.com.au,NSW - Sydney: Inner East,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,,-33.87512000000,151.21599000000
7097,Plus Fitness Darlinghurst 24/7,172 Riley St,Darlinghurst,2010,NSW,Australia,0293313355,True,49.0,True,https://www.plusfitness.com.au/gyms/darlinghurst/?utm_source=google&utm_medium=organic&utm_campaign=place-business-listing,NSW - Sydney: Inner East,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,,-33.87935999999,151.21421000000
9076,Prime Strength,1/228 Elizabeth St,Surry Hills,2010,NSW,Australia,0428877307,True,60.0,True,https://primestrength.com.au/,NSW - Sydney: Inner East,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,All new members will need to purchase an Access Key.,-33.88056210267,151.20909635817
7460,PCYC City of Sydney,Cathedral St & Riley Street,Woolloomooloo,2011,NSW,Australia,0293605835,True,30.0,False,https://www.pcycnsw.org.au/city-of-sydney-woolloomooloo/,NSW - Sydney: Inner East,"Gym Access, Gym Access,",Gym Access,Group Fitness,2,,,-33.87234999999,151.21557000000
7487,Plus Fitness Alexandria 24/7,U 3  90-96 Bourke Rd,Alexandria,2015,NSW,Australia,0296900093,True,69.0,True,https://www.plusfitness.com.au/gyms/alexandria,NSW - Sydney: Inner East,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,,-33.91074348845,151.19540216344
8603,Crunch Alexandria - 18+ Only,85-93 O'Riordan St,Alexandria,2015,NSW,Australia,0280888808,True,,False,https://www.crunch.com.au/our-clubs/alexandria/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=alexandria-gym,NSW - Sydney: Inner East,"Gym Access and Fitness Class, Gym Access and Fitness Class,",Gym Access and Fitness Class,"Group Fitness, Gym Access",2,,"FP members have:

- All club Access
- Access to All Classes
 
Everything else is exclusive to Crunch members only.",-33.91850,151.19176
8637,ONYX Gym and Fitness 24/7,20 Bowden St,Alexandria,2015,NSW,Australia,0291847762,True,49.0,True,https://onyxgym.com.au/,NSW - Sydney: Inner East,"Gym Access and Fitness Class, Gym Access and Fitness Class,",Gym Access and Fitness Class,"Boxing, Group Fitness, Gym Access, HIIT",2,,The $49 is a set-up fee to be paid directly to ONYX Gym and Fitness,-33.90434,151.19618
7914,Bodyfit Redfern Platinum 24/7,2 Locomotive Street,Eveleigh,2015,NSW,Australia,0293102252,True,10.0,True,https://bodyfit.com.au/gyms/bodyfit-redfern/,NSW - Sydney: Inner East,"Gym Access, Gym Access,",Gym Access,"Boxing, Cycling, Group Fitness, Gym Access, HIIT, Ladies Only, Pilates, Sauna, Yoga",2,,"Please approach reception during staffed hours (on your initial visit) so they can provide you with the forms you need to fill out with your details, to be able to access the facility.",-33.894337,151.19460799999
7189,Fitness First Newtown - Staffed Hours Only,U 7  330 King St,Newtown,2042,NSW,Australia,1300557799,False,,False,https://www.fitnessfirst.com.au/find-a-club/newtown/,NSW - Sydney: Inner West,"Gym Access, Gym Access,",Gym Access,"Group Fitness, Gym Access, Sauna, Yoga",2,,"""To attend this facility, minimum Age Restrictions apply:
 - 14 years of age minimum (must be under direct supervision of a parent, legal guardian or PT)
 - Children aged 15-17 years of age may attend independently, following consent from their legal parent or guardian on the first visit""",-33.89824999999,151.17883
7514,Plus Fitness Five Dock 24/7,134 Great N Rd,Five Dock,2046,NSW,Australia,0297125955,True,49.0,True,https://www.plusfitness.com.au/gyms/five-dock,NSW - Sydney: Inner West,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,,-33.86598,151.13051999999
7522,Plus Fitness Drummoyne 24/7,U 1  150 Victoria Rd,Drummoyne,2047,NSW,Australia,0291815000,True,49.0,True,https://www.plusfitness.com.au/gyms/drummoyne/,NSW - Sydney: Inner West,"Gym Access, Gym Access,",Gym Access,"Group Fitness, Gym Access, HIIT",2,,,-33.85217999999,151.15600000000
6686,Drummoyne Swimming Centre,1 Henly Marine Drive,Drummoyne,2047,NSW,Australia,0291811530,False,,False,http://www.drummoyneswimmingcentre.com.au/,NSW - Sydney: Inner West,"Pool Entry, Pool Entry,",Pool Entry,Pool,2,,Seasonal Pool,-33.85783,151.16018
7533,Plus Fitness Leichhardt 24/7,586-590 Parramatta Rd,Petersham,2049,NSW,Australia,0295690033,True,49.0,True,https://www.plusfitness.com.au/gyms/leichhardt,NSW - Sydney: Inner West,"Gym Access, Gym Access,",Gym Access,"Group Fitness, Gym Access",2,,,-33.88899,151.15458000000
7034,Fanny Durack Aquatic Centre,1 Station St,Petersham,2049,NSW,Australia,0293925400,False,,False,http://www.fdac.com.au/,NSW - Sydney: Inner West,"Pool Entry, Pool Entry,",Pool Entry,Pool,2,,,-33.89166600000,151.152018
8688,Sydney University Arena Sports Centre - Camperdown ,"Western Ave, The University Of Sydney, Sydney, New South Wales, 2050, AUS",Camperdown,2050,NSW,Australia,0293518111,True,60.0,False,https://susf.com.au/the-arena/,NSW - Sydney: Inner West,"Gym Access, Gym Access, Indoor Climbing, Indoor Climbing,","Gym Access, Indoor Climbing","Climbing, Gym Access",2,,"You must be a member of SUSF in order to use the facilities. This is an annual fee of $60 to pay direct to SUSF. Gym, Pool, Rockclimbing & Group Fitness Class access is included. Those wishing to use Group Fitness classes are encouraged to book a spot online through the SUSF.com.au portal.",-33.8882517174,151.1861900199
8277,ACU Active-  North Sydney,33 Berry Street,North Sydney,2060,NSW,Australia,0294659386,True,,False,https://acusport.acu.edu.au/acu-sport-gyms/north-sydney,NSW - Sydney: North Sydney and Hornsby,"Gym Access, Gym Access,",Gym Access,"Boxing, Group Fitness, Gym Access, HIIT, Pilates, Yoga",2,,"Opening hours:
Monday-Friday: 6am-10pm 
Weekends: 8am-6pm 

First attendance must be within staffed hours to get an access card",-33.83702522651,151.20571248384
7891,Golds Gym North Sydney,7-9 West Street,North Sydney,2060,NSW,Australia,0299565230,True,65.0,True,https://www.goldsgym.com/north-sydney/,NSW - Sydney: North Sydney and Hornsby,"Gym Access, Gym Access,",Gym Access,"Cycling, Group Fitness, Gym Access, HIIT, Martial Arts, Sauna, Yoga",2,,"- Fitness Passport members are required to attend the gym during staffed hours on their first visit to purchase an access key
- Access key is $65 and includes 2 x complimentary Personal Training sessions (new members only)",-33.83309797350,151.20570432326
7323,Highlow Fitness North Sydney,37 Ridge St,North Sydney,2060,NSW,Australia,0457373770,False,,False,https://www.facebook.com/HighlowNorthSydney/,NSW - Sydney: North Sydney and Hornsby,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,,-33.83276999999,151.20672999999
7332,PCYC North Sydney,224-230 Falcon St,North Sydney,2060,NSW,Australia,0299552944,True,30.0,False,https://www.pcycnsw.org.au/north-sydney/,NSW - Sydney: North Sydney and Hornsby,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,,-33.82918999999,151.21207000000
7972,Norths Fitness 24/7 (Members must join Norths Collective),12 Abbott St,Cammeray,2062,NSW,Australia,0292453011,True,20.0,True,https://northsfitness.com.au/,NSW - Sydney: North Sydney and Hornsby,"Gym Access Fitness Class and Pool Access, Gym Access, Fitness Classes and Pool Access,",Gym Access Fitness Class and Pool Access,"Bootcamp, Cycling, Dance, Group Fitness, Gym Access, HIIT, Pilates, Pool, Yoga",2,,,-33.82070,151.20874
8207,Plus Fitness Crows Nest 24/7,398- 400 Pacific Highway ,Crows Nest,2065,NSW,Australia,0280651011,True,49.0,True,https://www.plusfitness.com.au/gyms/crows-nest/,NSW - Sydney: North Sydney and Hornsby,"Gym Access, Gym Access,",Gym Access,"Boxing, Group Fitness, Gym Access, HIIT",2,,,-33.82558,151.19854
6955,Jetts St Leonards 24/7,205 Pacific Hwy,St Leonards,2065,NSW,Australia,0294384100,True,79.0,True,http://www.jetts.com.au/clubs/stleonards,NSW - Sydney: North Sydney and Hornsby,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,,-33.82321000000,151.19412
6659,Lane Cove Aquatic Leisure Centre,2 Little St,Lane Cove,2066,NSW,Australia,0294188888,False,,False,http://www.lanecoveaquatic.com.au/,NSW - Sydney: North Sydney and Hornsby,"Gym Access and Pool Entry, Gym Access and Pool Entry,",Gym Access and Pool Entry,"Gym Access, Pool",2,,,-33.81369999999,151.17114000000
8665,Plus Fitness Lane Cove 24/7,15 Orion Rd,Lane Cove West,2066,NSW,Australia,0290002777,True,89.0,True,https://www.plusfitness.com.au/gyms/lanecove,NSW - Sydney: North Sydney and Hornsby,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,,-33.8075215806,151.1496341094
7498,Plus Fitness Brookvale 24/7,8 Cross St,Brookvale,2100,NSW,Australia,0299052229,True,59.0,True,https://www.plusfitness.com.au/gyms/brookvale/,NSW - Sydney: Northern Beaches,"Gym Access, Gym Access,",Gym Access,"Boxing, Gym Access",2,,,-33.76444,151.26560
7449,Body Shape Female Fitness Centre Warringah Mall,601/127 Old Pittwater Rd,Brookvale,2100,NSW,Australia,0299393311,False,,False,http://www.bodyshape.com.au/clubs/warringah-mall/,NSW - Sydney: Northern Beaches,"Gym Access, Gym Access,",Gym Access,"Bootcamp, Boxing, Cycling, Dance, Group Fitness, Gym Access, HIIT, Ladies Only, Pilates, Yoga",2,,,-33.76829,151.26602
7278,World Gym Northern Beaches 24/7,"9 13 Winbourne Rd, Unit 8",Brookvale,2100,NSW,Australia,0299711342,True,50.0,True,https://www.worldgym.com/northernbeaches/,NSW - Sydney: Northern Beaches,"Gym Access, Gym Access,",Gym Access,"Bootcamp, Boxing, Group Fitness, Gym Access, HIIT, Pilates, Sauna",2,,,-33.7645106827,151.2778431137
6663,Premier Health and Fitness Centre - Brookvale,563 Pittwater Rd,Brookvale,2100,NSW,Australia,0289689666,False,,False,http://www.premierhealthandfitness.com.au/,NSW - Sydney: Northern Beaches,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,,-33.76010000000,151.27781999999
6809,Freshstart Fitness,1525 Pittwater Rd,Narrabeen,2101,NSW,Australia,0299708488,False,50.0,True,http://freshstart.com.au/narrabeen-welcome.html,NSW - Sydney: Northern Beaches,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,,-33.70277000000,151.29727
7705,Plus Fitness Narrabeen 24/7,1344 Pittwater Rd,Narrabeen,2101,NSW,Australia,0299132922,True,49.0,True,https://www.plusfitness.com.au/gyms/narrabeen/,NSW - Sydney: Northern Beaches,"Gym Access, Gym Access,",Gym Access,"Boxing, Group Fitness, HIIT",2,,,-33.712882,151.29757900000
7562,The Gym Factory Warriewood 24/7,U 10  1 Vuko Pl,Warriewood,2102,NSW,Australia,1300789748,True,50.0,True,http://thegymfactory.com.au/,NSW - Sydney: Northern Beaches,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,Please contact the facility directly for more information on access to classes and the fees involved.,-33.69223499999,151.30252200000
6808,Fitness Boxx Warriewood,U 6  1 Vuko Pl,Warriewood,2102,NSW,Australia,0482070096,True,30.0,True,http://www.fitnessboxx.com.au/,NSW - Sydney: Northern Beaches,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,,-33.69203900000,151.302447
7612,Plus Fitness Mona Vale 24/7,1/1 Waratah St,Mona Vale,2103,NSW,Australia,0299990044,True,49.0,True,https://www.plusfitness.com.au/gyms/mona-vale/,NSW - Sydney: Northern Beaches,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,,-33.67806199999,151.30329699999
7504,Concept 42 Mona Vale,81 Bassett St,Mona Vale,2103,NSW,Australia,0416132507,False,,False,https://www.concept42.com.au/,NSW - Sydney: Northern Beaches,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,,-33.67132000000,151.30543
7441,Ryde Aquatic Leisure Centre,504 Victoria Rd,Ryde,2112,NSW,Australia,0288785111,False,,False,https://www.ryde.nsw.gov.au/RALC,NSW - Sydney: Ryde,"Pool Entry, Pool Entry,",Pool Entry,Pool,2,,,-33.82152,151.11876000000
7644,Macquarie University Sports and Aquatic Centre,10 Gymnasium Rd,Macquarie Park,2113,NSW,Australia,0298507636,False,,False,https://www.mq.edu.au/about/campus-services-and-facilities/sport-and-recreation/sport-and-aquatic-centre,NSW - Sydney: Ryde,"Gym Access and Pool Entry, Gym Access and Pool Entry,",Gym Access and Pool Entry,"Group Fitness, Gym Access, Pool",2,,"FP members don't have access to booking app to book group classes however, best to visit the centre in person and  pay an annual fee of $60 with bookings required 48 hours in advance.",-33.772247,151.110919
6727,Good Vibes Ryde 24/7,7-11 Talavera Rd,Macquarie Park,2113,NSW,Australia,0423494401,True,50.0,True,https://www.goodvibesfitness.com.au/,NSW - Sydney: Ryde,"Gym Access, Gym Access,",Gym Access,"Basketball, Gym Access, Pool, Tennis",2,,,-33.78248399999,151.130088
7528,Plus Fitness Rydalmere 24/7,275 Victoria Rd,Rydalmere,2116,NSW,Australia,0298983388,True,49.0,True,https://www.plusfitness.com.au/gyms/rydalmere/,NSW - Sydney: Parramatta,"Gym Access, Gym Access,",Gym Access,Gym Access,2,,,-33.81132999999,151.03416999999
6849,Fitness First Carlingford - Staffed Hours Only,"Level 3, Carlingford Court",Carlingford,2118,NSW,Australia,0288459700,True,5.0,False,http://www.fitnessfirst.com.au/gyms/gyms-in-carlingford/club-carlingford/,NSW - Sydney: Parramatta,"Gym Access, Gym Access,",Gym Access,"Cycling, Group Fitness, Gym Access, Pilates, Pool, Yoga",2,,"""To attend this facility, minimum Age Restrictions apply:
 - 14 years of age minimum (must be under direct supervision of a parent, legal guardian or PT)
 - Children aged 15-17 years of age may attend independently, following consent from their legal parent or guardian on the first visit""",-33.77495100000,151.05210199999
